start	end	text
4627480	4653480	I tam rzeczywiście jakby już było wszystko, no ale wiadomo, kontrakty trwają, kontrakty są, robią przeorganizowania w firmach, za długo jesteś, zmienili decyzję, oni mieli dostawców, największych dostawców, wiesz, no Microsoft, jak ci wspomniałem, był u nich, później ja tylko zostałem tam z Microsoftu, bo oni podziękowali reszcie, bo okazało się, że nie byli specjalnie kompetentni, a brali tyle kasy oczywiście za ten konsultant, że to dla nich nie było rentowne.
4654480	4662480	Czyli jakaś inna firma, która wykorzystywała technologię Microsoftu jakby zgarnęła ten kontrakt, pokonała mistrza?
4662480	4682480	Nie, nie, nie, właśnie, nie, bo oni po prostu mieli, doklejali sobie jakieś firmy konsultingowe typu KPMG, typu jakaś inna firma, Wipro, taka, no ogromne firmy konsultingowe, zawsze przy ogromnych firmach gdzieś tam będą siedzieć i oni też zawsze mają jakąś, wiesz, Dynamics Practice, to sobie dorzucą pięciu ludzi.
4682480	4711480	Jeżeli się okaże, że to jest offshore, wiadomo, że to jest dużo taniej niż gościu, który jest na miejscu, jak ja byłem tam onshore, więc dla nich to było proste, że można było, no i wiadomo, budżety są, które są na projektach, te budżety się zmieniają, w pewnym momencie stwierdzają, że drogi gościu, niewygodny, wystarczy nam ciebie, teraz już jest bardziej business as usual, czyli przechodzimy fazę projektu, że nie trzeba płacić tym najdroższym powiedzmy.
4712480	4713480	Lecimy dalej, tak?
4713480	4715480	Tylko fine tuning jakiś, tak?
4715480	4743480	No dokładnie, jakieś ciągłe, wiadomo, że ciągłe jest praca, ciągłe jest ten, ale no jakby ta, żywot taki mój na takich projektach wiadomo, że kiedyś się kończy, tak, no bo jakby taka jest idea projektu, na początku wiadomo, trzeba zaprojektować, zobaczyć przez tę pierwszą fazę, te najcięższe armaty mamy, a później powoli próbujemy to robić, przekładać w taki business as usual, czyli są już osoby, które umieją to wspierać,
4743480	4748480	nie robimy jakichś ogromnych zmian fundamentalnych, to już dla Ciebie tu nie ma miejsca.
4749480	4751480	To co, zrobimy sobie przerwę?
4751480	4752480	Myślę, że tak.
4752480	4758480	I wrócimy po przerwie i pogadamy o Akademii i o może tym enterprise'owym aspekcie.
4758480	4759480	Spoko.
4759480	4760480	Dobra?
4760480	4769480	To zatrzymaliśmy się na banku, na słynnym banku i doszliśmy do wniosku, że nie powiedzieliśmy jaki to jest bank tak naprawdę.
4769480	4780480	No to był bank HSBC, może w Polsce tak nie do końca super znany, ale na świecie jeden z większych banków na świecie.
4780480	4781480	Gigant.
4781480	4786480	Gigant, gigant, nie pamiętam liczbowo, ale chyba 250 tysięcy ludzi zatrudnia.
4786480	4787480	Zatrudnia, tak?
4787480	4790480	Tak, no 52 kraje jakby ma swoją prezencję.
4790480	4792480	A klientów to w milionach.
4792480	4799480	No klienci różni, bo właśnie są ten lower end typowo biznes banking, czyli wiesz super maluchy.
4800480	4806480	No i też najwięksi klienci, największe wiadomo, że to są oni konkurują z Barclays.
4806480	4807480	Wieloryby.
4807480	4811480	American Swiss, no Swiss może już nie, ale generalnie tak.
4812480	4825480	Duży bank, jeżeli chodzi o bankowość to nie możesz trafić na większe organizacje, korporacje, struktury, trudność w przejściach pomiędzy aprovalami,
4825480	4832480	zatwierdzeniami, umiejętność nawigowania, zrozumienia ludzi, w ogóle do kogo rozmawiać, z kim rozmawiać.
4833480	4845480	Tam nie tyle masz problemy IT, co bardziej organizacja, zrozumieć w ogóle kto, czy ty rozmawiasz z biznesem, czy ty rozmawiasz z ludźmi z IT.
4845480	4855480	To jest bardzo ciekawe, to mnie też dużo nauczyło nawigowania po tym wszystkim, że to nie jest tylko problem, na zasadzie biznesowy problem.
4855480	4864480	Masz biznes case, którego musisz przełożyć na IT, tam musisz zrozumieć w ogóle, czy ten ktoś, kto coś od ciebie chce, to czy on na pewno to ma dostać,
4864480	4872480	czy ty musisz rozmawiać z kimś, z jego przełożonym, czy całą strukturę, to też kosztuje bardzo dużo energii na takich projektach.
4872480	4884480	I problemy z ludźmi też różne na różnych szczeblach, cały dealing z nimi, ugadywanie się, niekończące się rozmowy, spotkania, które powinny być 15-minutowe, trwają 4 godziny.
4884480	4895480	Dokładnie, docelowo okazało się, że ja jednak więcej byłem na spotkaniach, później też pracowałem dużo zdalniej i dziwili się ludzie u mnie w rodzinie, czy znajomi,
4895480	4907480	jak gdzieś tam siedziałem, że tak naprawdę 80% twojego czasu to jest rozmowy, negocjacje, propozycje tych zmian, jakieś tam kreatywne,
4908480	4920480	ale generalnie też czasami palenie godzin po prostu, że są jakieś spotkania, gdzie niespecjalnie ciebie dotyczą, ale rzeczywiście ten korporacyjny cały to wszystko ogarnąć to jest...
4920480	4922480	Język korporacyjny?
4922480	4931480	Język w ogóle, całą organizację, wszystko, to jest taka skala, że jak ja tam przyszedłem, to ja nie mogłem, mówię, dla mnie nie było problemem technologia,
4931480	4942480	nie było dla mnie problemem najtrudniejszy security model, tylko było okiełznanie tej wielkości w ogóle, jako że to są tyle krajów, tam są zaangażowane różne zespoły,
4942480	4952480	że mnóstwo ludzi pracuje w ogóle, nie wiem, jakiś zespół chiński robi coś, o czym nie masz pojęcia, a później się okazuje, że to cię dotyczy,
4953480	4965480	zrozumieć w ogóle segmenty w tym banku, że są właśnie, że są tacy, to nie jest w ogóle, my nie mówimy nawet jeszcze o, ja nie robiłem dla banku retail, jest bank retail, czyli to jest taki konsument po prostu kowalski,
4965480	4978480	to ja nie robiłem dla nich, ja robiłem dla corporates, ale dla i małych, ale głównie dla dużych i to zrozumienie w ogóle tego, że to są różnice, że w ramach tego są różne inne procesy itd.
4979480	4991480	Tak, że ludzie nie mają świadomości, wielu ludzi nie ma świadomości, też mała korporacja to też nie jest taka mała korporacja, po prostu w porównaniu do tych dużych korporacji, to to są małe korporacje, tak?
4991480	4992480	Dokładnie.
4992480	4994480	Ile pracowałeś w tym banku?
4996480	4999480	Chyba 3-4 lata, jakoś tak to wyszło mniej więcej plus minus.
4999480	5020480	3-4 lata, zdobyłeś tam dużo doświadczenia, wprowadziliście rozwiązanie, całą architekturę rozumiem, później to już został, ta cała ciężka praca została wykonana, ktoś to potem przyszedł, tak jak rozmawialiśmy wcześniej, później już się tylko zajął fine tuningiem całego rozwiązania i z tamtego miejsca ruszasz dalej, tak?
5021480	5037480	Trochę tak i trochę nie. W pewnym momencie na drodze prywatnie pojawia się dwóch moich boysów. Najpierw, a w zasadzie nie dwóch, sorry, trochę skróciłem ścieżkę.
5037480	5040480	Pierwszy syn rodzi się w Londynie.
5040480	5041480	A, tak.
5041480	5055480	I to jest duża zmiana, tak? Jakby nagle, wow. Myślałem, że będzie lżej, na zasadzie. No jest kawał gościa, więc jakby nie było to proste.
5055480	5078480	Urodził się w Londynie, przejść przez szkołę rodzenia w Londynie, to NCT i tak dalej, z różnymi ludźmi, rodzenie w szpitalu, w którym nikt nie mówi w twoim języku, to nagle zmienia w ogóle wszystko. Mimo, że tam się czułeś dobrze i tak dalej, ale nagle pojawiają się takie rzeczy jak…
5078480	5080480	Dysonans kulturalny, tak?
5080480	5094480	Tak, bo było to, powiedzmy, zderzenie. Okazało się, że później już w Londynie nie można było sobie tyle korzystać z życia, jak sobie byliśmy we dwójkę. Okazało się, że to wszystko się stało bardzo ograniczone.
5094480	5108480	Wiadomo, główna uwaga na modem, a kontrakt z HSBC dalej jest i wyciska się wysoki, tak? I wiadomo, tych godzin, raz, że w ramach projektu, a poza projektem jest coraz więcej.
5108480	5127480	To stanowisko moje też jest wymagające właśnie, żeby jednak ten social networking prowadzić, spotykać się i tak dalej, żeby nie wypaść z obiegu, więc trzeba było tam, wiadomo, iść na kompromis, ale generalnie życie idzie dalej i trzeba było dokonać wyboru.
5127480	5141480	No i tutaj okazało się, że… znaczy stwierdziliśmy wspólnie, że my wyjeżdżając za granicę, jak ja wyjeżdżaliśmy, to ja w sumie wiedziałem, że my nie chcieliśmy być w żadnym kraju na dłużej niż dwa lata.
5141480	5166480	Taki był zamysł, max dwa, lecimy sobie tu, lecimy tam, zobaczymy, po drodze IT sobie doświadczenie i tak dalej i na końcu i tak wrócimy, bo mieliśmy w Polsce, że tak powiem, co szukać, to nie jest tak, że my wyjechaliśmy za chlebem, bo miałem już dobrą pozycję w Polsce, więc jakby nie trzeba było tego zmieniać, tylko cały czas mnie coś tam kręciło, kusiło, inny świat zobaczyć i tak dalej.
5166480	5167480	Przygoda, ciekawość.
5167480	5188480	Ciekawość straszna. No ale już mówię, po tym jak się Leon nam urodził, to to się trochę już zmieniło i stwierdziliśmy, że może koniec, trzeba pomyśleć, czy na pewno będziemy w UK go rozwijać, czy jednak Polska.
5188480	5200480	Nasze stare, dobre śmieci, wiemy jak tam się w liceum było i w podstawówce, wiemy więcej jak to wygląda, to jest nasze, więc stwierdziliśmy, że ostatecznie podjęliśmy tę decyzję, żeby wrócić.
5200480	5223480	Ale też biorąc pod uwagę moją ścieżkę kariery, tak jak wspomniałeś wcześniej, że tam powiedzmy, byłem już powiedzmy gdzieś tam w gre przygranicznym punkcie, po prostu mogłem sobie ten kontrakt realizować, mieć dobrą kasę, jeden kolejny kontrakt, plus, minus, trochę więcej zawsze tam dostać, jakaś inflacyjna i tak dalej.
5223480	5236480	Też nie zawsze, wiadomo, tylko chodzi o kasę, ale jakby rozwój tam technologiczny i tak dalej. No ale ciągle znowu mi było mało na zasadzie, że nie, że mało jakby finansowo, tylko mało tego challenge'a.
5236480	5254480	Jak już to okieł znałem, mówisz, no największy bank, masakra w ogóle ogarnąć, nie wiem czy mówię, no 250 ludzi na jednym projekcie, tak, to się wydaje niemożliwe, że czasami wpadasz i po prostu nie wiesz, no i to wszystko udało się zrobić, to wieś projekt, potem kolejny projekt duży, dwa różne rozwiązania dynamicsowe.
5255480	5277480	Mówisz już jest, no i co teraz, koniec mam już, mam tak po prostu pracować i są ludzie, którzy na tych kontraktach siedzą 20 lat, w jednej firmie, drugiej, są super specjalistami, kasę zarabiają, wycieczki, high life, jakby no nie narzekasz, jak jesteś specjalistą w takiej wąskiej dziedzinie, na zachodzie, na kontrakcie, swoje zarobisz.
5278480	5298480	No ale jakby mi brakowało trochę, mówię, no dobra, a tu się pojawia też ciekawy wątek, nasz polski wątek, że mamy tą zagranicę, mamy tego UK, mamy Dublin i tak dalej, mamy tych kilka banków, które przeszedłem w Londynie.
5299480	5316480	Okazuje się, że w każdym z tych miejsc zawsze był jakiś Polak, który tam też pracował, czy to zatrudniony, czy to na kontrakcie, który przeważnie wszystko wiedział, na zasadzie wiesz, po prostu gościu, do którego, jak nie ten, to iść do Pawła, jak nie ten, to iść do Marcina.
5317480	5322480	Po prostu zawsze to było i mówię, no siema, skąd jesteś, nawet teraz kiedyś w tym Brewing Dolphin okazało się, że miałem gościa z Chojnicy.
5323480	5324480	O proszę.
5325480	5327480	Ja mówię, no to jest niemożliwe.
5328480	5333480	Marcin, który tam sobie wróćmy pracował w tym czasie, przy tym Dynamicie.
5335480	5350480	I jakby to mnie trochę tknęło, że jednak ta Polska, my wiemy, że mamy silną załogę, jeśli chodzi o programistyczną, o konkursy, czy to ejajowo teraz pokazuje się, że część założycieli jest Polakami albo z pochodzenia i tak dalej.
5351480	5356480	Ja miałem taką świadomość i widziałem też, jak wygląda kultura pracy na Zachodzie.
5357480	5366480	Różnie, oczywiście nie można generalizować, są naprawdę eksperci i miałem super takich Anglików, którzy bardzo zdolni
5367480	5371480	zamiatali tematy i po drugie ta kultura dyplomacji i tak dalej, jakby inny level.
5372480	5384480	Ale z drugiej strony na przykład patrzyłem, że zawsze właśnie w tych firmach gdzieś tam jakiś Polak sobie coś robił i on na ogół był taki, że gościu, do którego idziesz i on ci wszystko odpowie szybko, prosto, pyk, pyk, pyk, jasna, jedziemy dalej.
5385480	5392480	I tak rzeczywiście u nas to wygląda, że u nas jest dosyć wszystko prosto, czasami też na skróty, ale niekoniecznie.
5393480	5403480	No i co, tak w głowie mi się pojawił taki pomysł po prostu, żeby jednak spróbować się trochę inaczej, czyli ile można samemu robić.
5404480	5408480	Ja się nie wyskaluję, ja nie będę robił tu i tu czterech projektów na raz i tak dalej.
5409480	5418480	Spróbujmy coś zmienić, spróbujmy, no i jakby z tym pomysłem powrotu do Polski stwierdziłem po prostu, że zakładam spółkę w Polsce.
5419480	5430480	Z nazwą, też był pierwszy temat jaka nazwa i co zrobić i już w tamtym czasie, to był 2018 rok, grudzień, gdzie założyłem spółkę.
5431480	5436480	My się przeprowadziliśmy jakoś tam chyba w marcu 2019 roku z powrotem do Polski.
5437480	5438480	Do Gdańska, tak?
5438480	5441480	No to też jest ciekawe, że właśnie gdzie się wyprowadzić, tak?
5442480	5446480	Mieszkaliśmy w Poznaniu, ja mieszkałem 5,5 roku w Poznaniu, mieszkałem w Toruniu, kolejne 4 lata.
5448480	5450480	Chojnice z urodzenia jakby.
5451480	5462480	Do Chojnic po Londynie nie kusiło nas, żeby wracać, bo sorry, mimo że rodzina i tak dalej, znajomi, ale jednak po prostu przyzwyczailiśmy się powiedzmy do takiego troszeczkę innego życia.
5463480	5465480	Więc na pewno wiedzieliśmy, że to musi być większe miasto.
5466480	5467480	Warszawa to daleko.
5468480	5474480	To mówimy nasze, pomorskie, jedyny prosty temat, Trójmiasto, moje miasto, tak?
5475480	5480480	Też tu nie studiowałem, miałem dużo znajomych z liceum, którzy tu studiowali, pojechali i pewnie już tutaj zostali.
5481480	5485480	My wcześniej tu nie mieszkaliśmy, więc wiedzieliśmy, dobra, lecimy do tego Gdańska, zobaczymy jak jest.
5487480	5490480	I rzeczywiście tutaj się wprowadziliśmy, w najlepsze mieszkanie.
5491480	5501480	Ja nam zrobiłem takie powiedzmy ultimatum, tym firmom HSBC, że my się przeprowadzamy, możecie mnie zostawić, róbmy zdalnie, ja będę sobie przyjeżdżał.
5502480	5509480	Ja przylatywałem raz w miesiącu na tydzień na projekt, zrobiliśmy co mieliśmy, wracałem, robiłem dalej diagramy, projektowanie i tak dalej.
5510480	5519480	W międzyczasie, już ostatnia historia, jeśli chodzi o takie indywidualne, powiedzmy, tematy, kontrakty.
